date,DewPointFarenheit,DewPointCelsius,RelativeHumidity,WetBulbCelsius
1/15/2010 20:00,12,-11,53,-5.6
1/15/2010 21:00,10,-12,49,-6
1/15/2010 22:00,7,-14,46,-7.1
1/15/2010 23:00,7,-14,43,-6.4
1/16/2010 0:00,7,-14,46,-7.1
1/16/2010 1:00,5,-15,42,-7.3
1/16/2010 2:00,5,-15,42,-7.3
1/16/2010 3:00,5,-15,42,-7.4
1/16/2010 4:00,5,-15,42,-7.4
1/16/2010 5:00,5,-15,39,-6.7
1/16/2010 6:00,7,-14,46,-7.1
1/16/2010 7:00,9,-13,51,-6.8
1/16/2010 8:00,9,-13,41,-5.1
1/16/2010 9:00,10,-12,40,-4.3
1/16/2010 10:00,10,-12,33,-2.7
1/16/2010 11:00,10,-12,28,-1.4
1/16/2010 12:00,10,-12,24,-0.2
1/16/2010 13:00,10,-12,23,0
1/16/2010 14:00,10,-12,24,-0.2
1/16/2010 15:00,10,-12,28,-1.4
1/16/2010 16:00,9,-13,29,-2.2
1/16/2010 17:00,9,-13,31,-2.8
1/16/2010 18:00,10,-12,34,-3
1/16/2010 19:00,16,-9,48,-2.7
1/16/2010 20:00,14,-10,40,-2.4
1/16/2010 21:00,18,-8,56,-3
1/16/2010 22:00,18,-8,61,-3.6
1/16/2010 23:00,18,-8,56,-3
1/17/2010 0:00,18,-8,56,-3
1/17/2010 1:00,18,-8,56,-3
1/17/2010 2:00,18,-8,61,-3.6
1/17/2010 3:00,18,-8,61,-3.6
1/17/2010 4:00,18,-8,61,-3.6
1/17/2010 5:00,16,-9,52,-3.3
1/17/2010 6:00,18,-8,61,-3.6
1/17/2010 7:00,18,-8,56,-3
1/17/2010 8:00,16,-9,48,-2.7
1/17/2010 9:00,18,-8,56,-3
1/17/2010 10:00,18,-8,56,-3
1/17/2010 11:00,14,-10,39,-2.1
1/17/2010 12:00,14,-10,36,-1.5
1/17/2010 13:00,18,-8,40,-0.2
1/17/2010 14:00,19,-7,48,-1.2
1/17/2010 15:00,19,-7,48,-1.2
1/17/2010 16:00,21,-6,55,-1.2
1/17/2010 17:00,21,-6,64,-2.4
1/17/2010 18:00,21,-6,69,-3
1/17/2010 19:00,21,-6,75,-3.7
1/17/2010 20:00,21,-6,75,-3.7
1/17/2010 21:00,19,-7,69,-4.1
1/17/2010 22:00,18,-8,66,-4.3
1/17/2010 23:00,18,-8,66,-4.3
1/18/2010 0:00,18,-8,69,-4.6
1/18/2010 1:00,16,-9,69,-5.6
1/18/2010 2:00,12,-11,58,-6.3
1/18/2010 3:00,10,-12,53,-6.7
1/18/2010 4:00,9,-13,51,-6.8
1/18/2010 5:00,3,-16,35,-6.9
1/18/2010 6:00,3,-16,35,-6.9
1/18/2010 7:00,18,-8,61,-3.6
1/18/2010 8:00,19,-7,59,-2.8
1/18/2010 9:00,21,-6,64,-2.4
1/18/2010 10:00,19,-7,59,-2.8
1/18/2010 11:00,19,-7,50,-1.5
1/18/2010 12:00,21,-6,55,-1.2
1/18/2010 13:00,21,-6,55,-1.2
1/18/2010 14:00,21,-6,52,-0.9
1/18/2010 15:00,23,-5,59,-0.8
1/18/2010 16:00,27,-3,76,-0.5
1/18/2010 17:00,27,-3,82,-1.1
1/18/2010 18:00,21,-6,59,-1.8
1/18/2010 19:00,23,-5,64,-1.4
1/18/2010 20:00,23,-5,64,-1.4
1/18/2010 21:00,27,-3,82,-1.1
1/18/2010 22:00,27,-3,82,-1.1
1/18/2010 23:00,23,-5,64,-1.4
1/19/2010 0:00,23,-5,69,-2
1/19/2010 1:00,27,-3,89,-1.8
1/19/2010 2:00,25,-4,82,-2.2
1/19/2010 3:00,27,-3,96,-2.4
1/19/2010 4:00,25,-4,89,-2.9
1/19/2010 5:00,25,-4,89,-2.9
1/19/2010 6:00,27,-3,96,-2.4
1/19/2010 7:00,27,-3,96,-2.4
1/19/2010 8:00,27,-3,96,-2.4
1/19/2010 9:00,27,-3,96,-2.4
1/19/2010 10:00,23,-5,82,-3.3
1/19/2010 11:00,23,-5,75,-2.6
1/19/2010 12:00,21,-6,64,-2.4
1/19/2010 13:00,10,-12,37,-3.7
1/19/2010 14:00,10,-12,37,-3.7
1/19/2010 15:00,10,-12,37,-3.7
1/19/2010 16:00,9,-13,45,-5.8
1/19/2010 17:00,9,-13,45,-5.8
1/19/2010 18:00,9,-13,45,-5.8
1/19/2010 19:00,10,-12,53,-6.7
1/19/2010 20:00,9,-13,47,-6.1
1/19/2010 21:00,10,-12,47,-5.6
1/19/2010 22:00,12,-11,58,-6.3
1/19/2010 23:00,12,-11,53,-5.7
1/20/2010 0:00,16,-9,63,-5
1/20/2010 1:00,21,-6,85,-4.7
1/20/2010 2:00,21,-6,78,-4
1/20/2010 3:00,21,-6,78,-4
1/20/2010 4:00,19,-7,69,-4.1
1/20/2010 5:00,18,-8,61,-3.6
1/20/2010 6:00,23,-5,85,-3.6
1/20/2010 7:00,19,-7,72,-4.4
1/20/2010 8:00,19,-7,72,-4.4
1/20/2010 9:00,21,-6,75,-3.7
1/20/2010 10:00,21,-6,75,-3.7
1/20/2010 11:00,18,-8,66,-4.3
1/20/2010 12:00,16,-9,61,-4.7
1/20/2010 13:00,18,-8,66,-4.3
1/20/2010 14:00,19,-7,69,-4.1
1/20/2010 15:00,19,-7,69,-4.1
1/20/2010 16:00,21,-6,78,-4
1/20/2010 17:00,21,-6,78,-4
1/20/2010 18:00,21,-6,85,-4.7
1/20/2010 19:00,21,-6,85,-4.7
1/20/2010 20:00,14,-10,81,-8.1
1/20/2010 21:00,12,-11,74,-8.5
1/20/2010 22:00,10,-12,68,-8.8
1/20/2010 23:00,10,-12,62,-8.1
1/21/2010 0:00,9,-13,55,-7.5
1/21/2010 1:00,9,-13,47,-6.1
1/21/2010 2:00,9,-13,47,-6.1
1/21/2010 3:00,10,-12,49,-6
1/21/2010 4:00,10,-12,49,-6
1/21/2010 5:00,16,-9,63,-5
1/21/2010 6:00,16,-9,61,-4.7
1/21/2010 7:00,18,-8,66,-4.3
1/21/2010 8:00,18,-8,61,-3.6
1/21/2010 9:00,19,-7,69,-4.1
1/21/2010 10:00,19,-7,69,-4.1
1/21/2010 11:00,21,-6,69,-3.1
1/21/2010 12:00,21,-6,69,-3.1
1/21/2010 13:00,21,-6,69,-3.1
1/21/2010 14:00,23,-5,75,-2.6
1/21/2010 15:00,27,-3,89,-1.8
1/21/2010 16:00,27,-3,89,-1.8
1/21/2010 17:00,28,-2,92,-1.5
1/21/2010 18:00,28,-2,92,-1.5
1/21/2010 19:00,30,-1,100,-1.1
1/21/2010 20:00,30,-1,92,-0.4
1/21/2010 21:00,30,-1,85,0.1
1/21/2010 22:00,30,-1,85,0.1
1/21/2010 23:00,32,0,92,0.6
1/22/2010 0:00,32,0,92,0.6
1/22/2010 1:00,32,0,92,0.6
1/22/2010 2:00,28,-2,85,-0.9
1/22/2010 3:00,28,-2,92,-1.5
1/22/2010 4:00,27,-3,96,-2.4
1/22/2010 5:00,21,-6,75,-3.7
1/22/2010 6:00,18,-8,66,-4.3
1/22/2010 7:00,18,-8,69,-4.6
1/22/2010 8:00,16,-9,61,-4.7
1/22/2010 9:00,16,-9,61,-4.7
1/22/2010 10:00,16,-9,61,-4.7
1/22/2010 11:00,18,-8,66,-4.3
1/22/2010 12:00,14,-10,51,-4.4
1/22/2010 13:00,18,-8,66,-4.3
1/22/2010 14:00,19,-7,72,-4.4
1/22/2010 15:00,19,-7,72,-4.4
1/22/2010 16:00,21,-6,85,-4.7
1/22/2010 17:00,19,-7,78,-5.1
1/22/2010 18:00,19,-7,78,-5.1
1/22/2010 19:00,18,-8,75,-5.3
1/22/2010 20:00,19,-7,85,-5.8
1/22/2010 21:00,19,-7,92,-6.5
1/22/2010 22:00,21,-6,100,-6.1
1/22/2010 23:00,18,-8,75,-5.3
1/23/2010 0:00,18,-8,75,-5.3
1/23/2010 1:00,18,-8,88,-6.7
1/23/2010 2:00,14,-10,74,-7.4
1/23/2010 3:00,14,-10,74,-7.4
1/23/2010 4:00,14,-10,81,-8.1
1/23/2010 5:00,12,-11,74,-8.5
1/23/2010 6:00,12,-11,74,-8.5
1/23/2010 7:00,12,-11,74,-8.5
1/23/2010 8:00,14,-10,81,-8.1
1/23/2010 9:00,12,-11,74,-8.5
1/23/2010 10:00,10,-12,53,-6.7
1/23/2010 11:00,14,-10,58,-5.3
1/23/2010 12:00,16,-9,69,-5.7
1/23/2010 13:00,18,-8,88,-6.7
1/23/2010 14:00,16,-9,69,-5.7
1/23/2010 15:00,18,-8,88,-6.7
1/23/2010 16:00,18,-8,88,-6.7
1/23/2010 17:00,16,-9,88,-7.8
1/23/2010 18:00,18,-8,96,-7.4
1/23/2010 19:00,16,-9,88,-7.8
1/23/2010 20:00,12,-11,74,-8.5
1/23/2010 21:00,12,-11,74,-8.5
1/23/2010 22:00,14,-10,81,-8.1
1/23/2010 23:00,12,-11,74,-8.5
1/24/2010 0:00,12,-11,77,-8.8
1/24/2010 1:00,10,-12,71,-9.1
1/24/2010 2:00,12,-11,77,-8.8
1/24/2010 3:00,12,-11,77,-8.8
1/24/2010 4:00,12,-11,77,-8.8
1/24/2010 5:00,14,-10,92,-9.2
1/24/2010 6:00,12,-11,84,-9.6
1/24/2010 7:00,10,-12,71,-9.1
1/24/2010 8:00,12,-11,84,-9.6
1/24/2010 9:00,10,-12,71,-9.1
1/24/2010 10:00,9,-13,65,-8.9
1/24/2010 11:00,10,-12,62,-8.1
1/24/2010 12:00,10,-12,62,-8.1
1/24/2010 13:00,10,-12,62,-8.1
1/24/2010 14:00,12,-11,68,-7.7
1/24/2010 15:00,14,-10,81,-8.1
1/24/2010 16:00,14,-10,81,-8.1
1/24/2010 17:00,12,-11,77,-8.8
1/24/2010 18:00,14,-10,84,-8.5
1/24/2010 19:00,14,-10,84,-8.5
1/24/2010 20:00,9,-13,74,-10
1/24/2010 21:00,10,-12,92,-11.4
1/24/2010 22:00,5,-15,80,-12.9
1/24/2010 23:00,7,-14,88,-12.6
1/25/2010 0:00,3,-16,76,-13.6
1/25/2010 1:00,3,-16,76,-13.6
1/25/2010 2:00,3,-16,76,-13.6
1/25/2010 3:00,1,-17,76,-14.7
1/25/2010 4:00,3,-16,73,-13.2
1/25/2010 5:00,1,-17,67,-13.5
1/25/2010 6:00,1,-17,67,-13.5
1/25/2010 7:00,1,-17,67,-13.5
1/25/2010 8:00,3,-16,61,-11.7
1/25/2010 9:00,7,-14,62,-9.6
1/25/2010 10:00,7,-14,46,-7.1
1/25/2010 11:00,1,-17,31,-6.8
1/25/2010 12:00,1,-17,29,-6.1
1/25/2010 13:00,5,-15,32,-5
1/25/2010 14:00,7,-14,35,-4.7
1/25/2010 15:00,7,-14,32,-4.1
1/25/2010 16:00,10,-12,43,-5
1/25/2010 17:00,12,-11,51,-5.3
1/25/2010 18:00,16,-9,69,-5.6
1/25/2010 19:00,14,-10,74,-7.4
1/25/2010 20:00,16,-9,81,-7
1/25/2010 21:00,16,-9,81,-7
1/25/2010 22:00,16,-9,81,-7
1/25/2010 23:00,16,-9,81,-7
1/26/2010 0:00,12,-11,74,-8.5
1/26/2010 1:00,12,-11,74,-8.5
1/26/2010 2:00,9,-13,65,-8.9
1/26/2010 3:00,9,-13,68,-9.3
1/26/2010 4:00,7,-14,62,-9.6
1/26/2010 5:00,9,-13,68,-9.3
1/26/2010 6:00,7,-14,62,-9.6
1/26/2010 7:00,10,-12,68,-8.8
1/26/2010 8:00,10,-12,62,-8.1
1/26/2010 9:00,10,-12,53,-6.6
